key,counts,addr_ucount,ky_ucount,pd_ucount,law_f,law_m,law_v,counts1,spd_avg,spd_max,visb_avg,visb_max,temp_avg,temp_max,prcp_avg,prcp_max
2015 6 2,1249,76,40,131,376,689,184,43,4.966666666666663,7.2,11742.57142857143,16093.0,11.885714285714286,13.9,1.2891891891891891,19.8
2016 6 19,1301,77,39,127,382,727,192,33,3.3156250000000003,6.2,16069.75,16093.0,21.409375,26.7,0.0,0.0
2016 8 4,1318,77,41,144,409,724,185,33,2.74375,5.7,16069.75,16093.0,22.478125,26.7,0.0,0.0
2016 12 21,1139,77,39,137,339,645,155,33,4.318749999999997,7.2,16069.75,16093.0,1.6937499999999996,5.0,0.0,0.0
2014 1 10,1500,76,42,148,470,861,169,45,1.725,2.6,10310.204545454546,16093.0,0.23636363636363625,3.0,0.20526315789473684,3.0
2014 2 3,1090,76,38,128,333,605,152,42,5.2585365853658494,8.2,7733.195121951219,16093.0,2.3878048780487786,8.9,1.7390243902439024,19.0
2014 2 8,1292,76,42,136,376,780,136,33,4.371874999999997,7.7,16069.75,16093.0,-2.9968749999999997,-0.6,0.0,0.0
2014 8 16,1504,76,40,146,473,843,188,33,4.403124999999998,7.2,16069.75,16093.0,21.624999999999996,25.0,0.0,0.0
2014 9 1,1672,77,37,138,514,956,202,35,4.1588235294117615,6.7,16071.117647058823,16093.0,25.629411764705882,30.0,0.2966666666666667,3.6
2014 12 7,1056,77,37,123,321,595,140,36,9.942857142857145,12.9,15497.714285714286,16093.0,4.702857142857144,8.3,2.4133333333333336,31.5
2015 8 30,1322,76,40,130,429,727,166,33,4.390624999999998,6.7,16069.75,16093.0,24.896875,28.9,0.0,0.0
2015 12 9,1239,77,40,133,394,669,176,31,1.9500000000000004,7.2,16074.4,16093.0,6.773333333333332,12.2,0.0,0.0
2016 7 20,1367,77,40,142,429,737,201,33,3.6062499999999997,6.2,16069.75,16093.0,24.50000000000001,27.2,0.0,0.0
2014 2 26,1193,76,39,139,369,688,136,43,5.347619047619046,9.3,11431.214285714286,16093.0,-2.09047619047619,0.0,0.08717948717948719,0.8
2014 3 4,1221,76,40,129,359,702,160,33,4.128124999999998,6.7,16069.75,16093.0,-6.6750000000000025,-3.3,0.05,1.0
2015 1 21,1215,76,38,135,379,669,167,33,3.5562499999999986,8.2,16069.75,16093.0,0.15000000000000005,4.4,0.0,0.0
2015 6 28,1189,76,40,129,356,676,157,43,4.752380952380949,8.2,12347.333333333334,16093.0,19.63333333333333,24.4,2.962162162162162,25.9
2015 6 29,1256,77,41,140,397,683,176,33,5.940624999999998,7.7,16069.75,16093.0,22.128124999999997,26.1,0.29230769230769227,7.6
2016 6 2,1457,77,40,143,464,781,212,38,4.478378378378378,6.7,15811.945945945947,16093.0,18.56756756756757,21.1,0.0,0.0
2016 8 24,1391,76,41,151,461,709,221,33,4.5093749999999995,8.8,16069.75,16093.0,23.778125000000003,29.4,0.0,0.0
2014 6 16,1448,77,41,132,435,803,210,33,3.34375,5.7,16069.75,16093.0,22.162499999999998,25.6,0.0,0.0
2014 9 22,1341,77,41,137,392,758,191,33,6.412499999999999,9.3,15755.84375,16093.0,20.5375,22.2,0.2296296296296296,5.3
2014 9 30,1354,77,42,139,426,737,191,39,2.7421052631578933,5.1,15137.21052631579,16093.0,19.626315789473676,21.7,0.0375,0.5
2014 12 16,1199,76,41,132,386,661,152,36,1.4971428571428576,5.1,14866.542857142857,16093.0,5.357142857142859,9.4,0.07692307692307693,1.0
2015 7 7,1451,77,41,151,452,817,182,53,5.07307692307692,9.3,10959.98076923077,16093.0,25.482692307692307,29.0,0.0,0.0
2015 8 9,1329,77,43,134,384,758,187,34,3.5333333333333337,7.2,16070.454545454546,16093.0,24.23030303030303,30.0,0.0,0.0
2016 2 15,993,76,39,126,289,551,153,41,3.029999999999998,4.1,10115.875,16093.0,-5.717500000000002,1.1,0.0,0.0
2016 6 28,1357,76,39,144,379,778,200,42,5.480487804878044,9.8,13794.073170731708,16093.0,22.358536585365847,23.9,0.59,4.0
2016 8 19,1419,77,40,152,458,777,184,33,3.7499999999999987,6.7,16069.75,16093.0,26.474999999999998,30.6,0.012,0.3
2016 12 12,1083,76,40,131,343,578,162,42,4.60731707317073,8.2,12899.439024390244,16093.0,5.902439024390244,8.9,1.1513513513513514,14.0
2014 5 9,1505,77,45,147,467,868,170,49,3.224999999999999,6.2,5493.854166666667,16093.0,14.587500000000004,17.0,0.4151515151515151,9.7
2014 6 8,1299,77,42,133,404,711,184,33,3.4937500000000012,7.7,16069.75,16093.0,22.556250000000002,28.9,0.0,0.0
2014 8 9,1478,77,43,150,445,876,157,33,3.2468749999999997,6.7,16069.75,16093.0,24.606249999999992,29.4,0.0,0.0
2015 3 23,1143,76,41,130,324,665,154,33,7.056249999999997,9.3,16069.75,16093.0,0.07500000000000004,4.4,0.0,0.0
2014 2 25,1273,76,39,136,393,742,138,33,6.949999999999998,11.3,16069.75,16093.0,-1.328125,0.6,0.02,0.5
2014 4 4,1443,77,38,138,406,861,176,37,5.738888888888889,9.8,14213.111111111111,16093.0,6.330555555555552,8.9,0.2941176470588236,2.0
2015 2 10,1141,76,40,140,349,649,143,38,7.151351351351347,8.8,16072.891891891892,16093.0,-1.2648648648648637,3.9,0.13749999999999998,3.6
2015 2 27,1252,77,39,144,387,717,148,32,4.274193548387096,5.7,16072.0,16093.0,-3.929032258064517,-0.6,0.0,0.0
2015 12 27,1124,76,35,124,361,610,153,45,4.579545454545452,8.8,8093.159090909091,16093.0,12.311363636363637,17.0,0.17878787878787877,1.0
2016 8 1,1533,76,41,140,428,875,230,45,4.220454545454541,11.3,15564.045454545454,16093.0,22.972727272727273,25.6,1.6066666666666667,11.4
2016 11 4,1438,76,40,146,468,759,211,33,5.9218749999999964,8.8,16069.75,16093.0,14.537499999999998,17.8,0.0,0.0
2016 12 13,1161,77,38,137,385,618,158,32,4.490322580645159,6.7,16072.0,16093.0,4.980645161290321,7.2,0.6423076923076922,15.2
2015 3 31,1174,76,41,141,403,616,155,35,5.5676470588235265,8.8,16023.79411764706,16093.0,6.729411764705882,10.6,0.03333333333333333,0.5
2015 12 7,1216,77,38,140,399,632,185,33,3.3249999999999984,5.1,14199.8125,16093.0,8.340624999999998,12.2,0.0,0.0
2016 2 11,1148,76,41,138,334,654,160,35,9.035294117647064,11.8,15597.79411764706,16093.0,-2.2588235294117642,1.7,0.017241379310344827,0.5
2016 6 18,1330,77,42,133,418,755,157,33,3.4593750000000005,6.2,16069.75,16093.0,20.3875,25.6,0.0,0.0
2015 10 19,1202,75,34,131,406,628,168,33,4.287499999999999,7.7,16069.75,16093.0,6.374999999999998,11.1,0.0,0.0
2016 6 20,1376,77,41,143,417,756,203,33,3.2156249999999997,6.2,16069.75,16093.0,20.884375,23.9,0.0,0.0
2016 6 21,1358,77,37,150,390,765,203,33,5.162499999999999,8.8,16069.75,16093.0,25.700000000000003,31.1,0.0,0.0
2014 3 28,1458,77,43,148,427,854,177,33,6.781249999999998,9.8,16069.75,16093.0,6.106250000000001,10.0,0.0,0.0
2014 7 5,1550,76,45,154,443,906,201,34,6.851515151515148,10.3,16070.454545454546,16093.0,23.14242424242424,28.9,0.637037037037037,8.1
2015 3 5,1065,76,38,123,322,596,147,56,4.979999999999997,8.2,5009.454545454545,16093.0,-0.2854545454545458,5.0,1.411320754716981,7.6
2015 9 3,1433,77,44,145,469,779,185,32,2.9225806451612897,5.1,15851.774193548386,16093.0,27.029032258064515,32.8,0.0,0.0
2016 1 24,704,77,35,101,202,359,143,37,7.852777777777779,12.4,10703.694444444445,16093.0,-2.758333333333334,1.1,2.4242424242424243,73.7
2016 9 24,1309,77,40,137,366,709,234,41,4.709999999999999,9.3,13693.7,16093.0,18.660000000000007,23.9,0.6333333333333334,4.3
2016 10 20,1424,76,38,154,445,778,201,35,5.1352941176470575,8.2,15929.14705882353,16093.0,19.314705882352936,24.4,0.0,0.0
2014 3 17,1162,77,41,131,355,646,161,35,5.69705882352941,8.2,15976.470588235294,16093.0,-1.2529411764705884,1.1,0.0,0.0
2014 8 25,1315,77,41,136,393,756,166,33,1.9750000000000005,4.6,16069.75,16093.0,23.6875,30.6,0.0,0.0
2015 1 19,1092,77,40,136,369,583,140,38,6.186486486486487,11.3,14660.0,16093.0,4.345945945945945,6.7,3.281818181818182,41.1
2015 4 23,1263,77,37,136,389,703,171,33,8.206250000000002,10.8,16069.75,16093.0,8.956249999999999,11.7,0.5407407407407407,5.0
2015 6 25,1537,77,43,144,410,899,228,33,4.084375000000001,7.7,16069.75,16093.0,24.165625,27.8,0.0,0.0
2015 10 15,1505,77,41,141,471,831,203,33,4.756249999999998,7.2,16069.75,16093.0,15.093750000000002,17.8,0.0,0.0
2016 7 1,1593,76,40,152,495,864,234,47,5.19565217391304,10.3,13822.326086956522,16093.0,23.589130434782607,27.0,0.812121212121212,10.4
2016 8 8,1347,77,39,138,403,744,200,33,3.3374999999999986,5.7,16069.75,16093.0,26.38125,29.4,0.0,0.0
2014 4 20,1150,77,38,124,346,638,166,33,5.540624999999999,8.8,16069.75,16093.0,10.39375,12.8,0.0,0.0
2014 7 1,1746,77,42,153,551,953,242,33,6.671875,12.4,16069.75,16093.0,24.57187499999999,28.9,0.0,0.0
2014 9 25,1236,77,41,136,416,691,129,37,6.5444444444444425,8.8,15051.611111111111,16093.0,17.116666666666667,18.9,0.4750000000000001,4.0
2015 10 28,1113,76,39,134,381,563,169,40,7.60769230769231,13.4,11066.051282051281,16093.0,14.682051282051285,19.4,0.888235294117647,5.1
2016 5 11,1461,77,42,155,447,811,203,33,3.8281250000000004,5.7,16069.75,16093.0,15.309375000000003,20.0,0.0,0.0
2016 6 7,1308,77,41,148,391,696,221,34,4.32121212121212,6.7,16070.454545454546,16093.0,23.796969696969693,28.3,0.0,0.0
2014 2 21,1390,76,41,142,436,794,160,49,4.589583333333333,10.8,4765.270833333333,16093.0,4.606249999999998,8.3,0.29743589743589743,2.0
2014 11 6,1250,76,37,134,419,675,156,45,2.872727272727271,4.6,12274.386363636364,16093.0,11.061363636363636,14.4,0.7351351351351351,7.0
2015 2 6,1217,76,40,145,396,663,158,33,7.681249999999999,12.9,16069.75,16093.0,-7.4093750000000025,-2.8,0.0,0.0
2015 12 11,1532,77,38,139,508,823,201,43,2.3571428571428563,4.6,8815.97619047619,16093.0,10.826190476190478,14.4,0.0,0.0
2015 12 18,1367,76,37,147,519,682,166,40,4.8256410256410245,10.3,14715.820512820514,16093.0,11.138461538461538,15.0,2.9310344827586206,29.7
2014 3 14,1452,76,43,146,419,869,164,33,7.671875000000001,14.4,16069.75,16093.0,-1.046874999999999,5.6,0.0,0.0
2014 5 2,1577,77,42,152,493,908,176,34,4.948484848484849,8.8,15553.90909090909,16093.0,16.2939393939394,19.4,0.25172413793103443,6.1
2014 10 19,1284,77,34,126,390,746,148,33,7.878125000000005,10.3,16069.75,16093.0,13.003125,16.7,0.0,0.0
2014 11 29,1154,76,40,139,341,693,120,33,2.868749999999999,6.2,16069.75,16093.0,-0.17812500000000003,3.9,0.0,0.0
2015 8 27,1375,77,40,145,431,748,196,33,4.224999999999999,6.7,16069.75,16093.0,24.084375000000005,28.3,0.0,0.0
2015 9 30,1374,77,40,138,435,747,192,44,6.625581395348834,9.8,11963.0,16093.0,22.853488372093025,25.6,2.208823529411764,18.0
2015 11 20,1470,76,45,153,482,792,196,42,7.192682926829266,11.8,10487.365853658537,16093.0,15.399999999999999,17.2,1.9194444444444447,14.7
2014 7 26,1471,76,44,143,427,834,210,33,4.287499999999998,7.7,16069.75,16093.0,23.315624999999997,26.1,0.08846153846153845,2.3
2014 10 27,1340,76,38,131,449,704,187,33,5.928124999999998,8.8,16069.75,16093.0,13.956249999999994,17.2,0.0,0.0
2015 10 2,1188,76,38,134,418,623,147,38,7.948648648648649,10.8,12201.081081081082,16093.0,11.927027027027032,15.6,2.244736842105263,13.0
2015 12 21,1182,77,39,143,384,629,169,33,5.615624999999998,9.3,16069.75,16093.0,7.8249999999999975,12.2,0.0,0.0
2016 2 23,1029,77,40,128,322,545,162,37,5.761111111111111,9.3,15167.444444444445,16093.0,4.063888888888889,6.1,0.3827586206896552,4.0
2014 2 28,1380,76,41,142,433,769,178,33,6.821874999999995,12.9,15969.1875,16093.0,-7.681249999999999,-2.2,0.0,0.0
2014 11 26,1140,77,40,133,383,609,148,48,5.978723404255318,10.3,9822.91489361702,16093.0,5.444680851063831,10.6,1.6285714285714283,13.0
2015 1 30,1147,76,44,135,383,625,139,39,6.1868421052631595,13.9,12878.657894736842,16093.0,1.6815789473684208,3.3,0.11818181818181815,0.8
2015 2 22,994,76,42,126,305,557,132,47,1.4760869565217392,5.1,7312.869565217391,16093.0,1.0391304347826087,5.0,1.676190476190476,15.0
2015 6 27,1343,77,39,138,422,764,157,35,4.417647058823529,8.2,15681.0,16093.0,19.97941176470588,22.2,0.2,1.3
2014 4 6,1170,77,39,127,354,691,125,34,5.669696969696968,9.3,16070.454545454546,16093.0,7.181818181818182,13.9,0.0,0.0
2014 10 28,1427,77,41,141,420,806,201,33,3.3249999999999984,6.2,16069.75,16093.0,14.996875000000001,20.6,0.0,0.0
2015 9 25,1362,76,40,140,448,730,184,33,3.940625,6.2,16069.75,16093.0,20.134375000000006,23.9,0.0,0.0
2016 4 10,1208,76,35,115,355,669,184,33,6.971874999999997,9.8,16069.75,16093.0,4.228125,8.3,0.2074074074074074,2.3
2016 12 8,1158,76,40,141,376,621,161,33,4.35625,8.2,16069.75,16093.0,5.846874999999997,7.8,0.06923076923076923,1.8
2014 3 18,1336,76,44,145,373,799,164,32,3.909677419354839,6.7,16072.0,16093.0,0.7193548387096772,5.0,0.0,0.0
2014 9 4,1456,77,43,154,445,807,204,33,3.046875000000001,8.2,16069.75,16093.0,24.928124999999994,28.9,0.0,0.0
2015 5 20,1482,77,40,140,426,853,203,34,6.939393939393941,9.8,15949.242424242424,16093.0,17.5969696969697,23.0,0.0,0.0
2016 1 13,1154,76,39,137,351,649,154,33,9.696875000000004,13.4,16069.75,16093.0,-1.5406250000000006,5.0,0.0,0.0
2016 10 10,1137,77,35,132,392,583,162,33,7.834375,11.3,16069.75,16093.0,12.959375000000003,17.2,1.1448275862068966,21.3
2014 12 11,1263,77,41,142,398,695,170,37,7.555555555555554,9.3,14528.111111111111,16093.0,1.6416666666666666,3.3,0.10555555555555556,2.8
2015 9 14,1273,77,41,135,384,693,196,33,7.0468749999999964,9.8,16019.46875,16093.0,19.793749999999992,25.0,0.0962962962962963,1.0
2016 7 4,1263,77,39,133,409,689,165,33,5.296875000000001,9.8,16069.75,16093.0,23.578124999999993,27.8,0.0,0.0
2016 8 6,1314,77,39,139,428,714,172,38,5.110810810810808,8.2,16072.891891891892,16093.0,25.06216216216216,28.9,0.0,0.0
2016 9 23,1457,77,43,148,472,786,199,37,2.4222222222222216,5.1,16072.333333333334,16093.0,21.225,26.1,0.0,0.0
2016 12 23,1193,77,38,140,366,667,160,33,6.062499999999998,10.8,16069.75,16093.0,5.978125000000001,8.3,0.0,0.0
2014 9 28,1354,76,41,130,384,771,199,33,2.775,6.2,16069.75,16093.0,20.83437499999999,25.0,0.0,0.0
2015 3 6,1225,77,43,132,370,704,151,34,4.836363636363634,9.3,15851.727272727272,16093.0,-6.545454545454546,-3.9,1.2666666666666666,18.5
2015 11 4,1446,76,43,147,458,791,197,33,3.0593749999999997,6.7,16069.75,16093.0,15.365625,20.6,0.0,0.0
2014 5 30,1538,77,42,153,464,847,227,33,2.7312500000000006,7.7,16019.46875,16093.0,16.190624999999997,21.1,0.02,0.5
2015 10 24,1294,76,42,148,372,751,171,33,4.043749999999998,7.2,16069.75,16093.0,9.525000000000002,13.3,0.0,0.0
2015 12 16,1264,76,35,134,422,667,175,33,5.131249999999996,10.3,16072.65625,16093.0,10.48125,13.9,0.092,2.3
2014 7 7,1406,76,38,135,477,715,214,32,5.75806451612903,8.8,16072.0,16093.0,24.280645161290323,27.8,0.0,0.0
2015 5 23,1347,77,44,153,428,772,147,33,6.856249999999998,10.3,16069.75,16093.0,15.453125,20.6,0.0,0.0
2015 8 11,1286,77,37,140,413,698,175,43,6.704761904761904,11.3,13577.119047619048,16093.0,24.047619047619044,26.7,2.608333333333333,20.0
2015 8 16,1362,77,40,136,397,793,172,36,3.9628571428571426,7.7,16077.057142857142,16093.0,27.208571428571425,31.7,0.0,0.0
2015 10 10,1345,77,38,138,465,714,166,33,4.943749999999999,9.3,16069.75,16093.0,15.809375,19.4,0.7310344827586207,7.1
2015 10 17,1245,77,41,132,412,686,147,33,5.671874999999997,7.7,16069.75,16093.0,11.959375,15.6,0.0,0.0
2016 1 5,1043,77,34,129,312,591,140,33,7.649999999999996,12.9,16069.75,16093.0,-7.149999999999999,-1.7,0.0,0.0
2016 1 28,1280,77,38,143,419,687,174,33,1.8406250000000006,4.1,16069.75,16093.0,1.4499999999999997,5.6,0.0,0.0
2016 7 2,1365,76,42,142,422,750,193,39,5.218421052631577,9.3,15608.78947368421,16093.0,23.452631578947376,26.7,1.1375000000000002,11.4
2014 3 8,1459,76,42,146,436,886,137,34,4.966666666666664,8.2,15918.939393939394,16093.0,5.793939393939395,15.0,0.0,0.0
2016 9 2,1399,77,40,151,501,719,179,33,5.0718749999999995,7.7,16019.46875,16093.0,22.900000000000002,26.7,0.508,12.7
2016 9 6,1300,77,42,141,391,715,194,35,10.35294117647059,12.4,15976.470588235294,16093.0,24.429411764705883,26.7,0.0,0.0
2014 1 29,1179,76,43,136,390,662,127,36,4.680000000000002,9.3,12724.085714285715,16093.0,-7.337142857142857,-5.0,0.12580645161290321,1.0
2014 10 18,1576,76,42,145,473,930,173,33,5.6999999999999975,8.8,16069.75,16093.0,18.25,22.2,0.0,0.0
2015 3 10,1306,77,43,140,387,727,192,35,1.7882352941176476,4.6,15313.79411764706,16093.0,5.776470588235295,10.0,0.17586206896551723,1.3
2016 10 6,1349,77,44,157,431,733,185,33,2.503125,5.1,16069.75,16093.0,15.656249999999996,21.1,0.0,0.0
2016 11 22,1162,77,39,141,386,623,153,33,10.378125000000004,12.4,16069.75,16093.0,4.578124999999998,6.1,0.0,0.0
2016 6 13,1364,76,38,140,427,731,206,33,9.403125000000001,12.4,16069.75,16093.0,19.518749999999997,24.4,0.0,0.0
2014 2 1,1638,76,44,152,500,958,180,33,2.265625,4.1,16069.75,16093.0,2.4250000000000003,6.1,0.0,0.0
2015 1 16,1305,77,41,145,425,723,157,33,7.187500000000002,13.9,16069.75,16093.0,1.3437499999999998,6.7,0.0,0.0
2014 4 7,1162,76,40,135,372,638,152,39,4.3815789473684195,10.3,12904.815789473685,16093.0,6.934210526315789,10.6,0.29333333333333333,2.5
2015 3 26,1214,76,39,131,357,689,168,51,3.273999999999999,11.3,5746.08,16093.0,7.714000000000002,12.0,0.7026315789473685,3.0
2014 3 3,1090,76,40,127,346,586,158,37,5.972222222222218,8.2,12879.833333333334,16093.0,-3.330555555555554,3.3,0.07941176470588235,0.8
2014 12 14,1188,76,43,136,390,649,149,36,5.791428571428567,9.3,16071.742857142857,16093.0,5.071428571428569,8.3,0.0,0.0
2016 3 3,1286,76,40,146,386,721,179,33,6.7968749999999964,12.4,16069.75,16093.0,-0.2343750000000001,2.8,0.16399999999999998,4.1
2015 1 22,1267,76,43,142,420,701,146,37,2.719444444444443,4.6,16027.638888888889,16093.0,1.8388888888888886,4.4,0.0,0.0
2015 7 11,1441,77,40,146,446,825,170,33,2.8249999999999993,6.2,16069.75,16093.0,25.48125,29.4,0.0,0.0
2015 7 14,1292,76,42,146,386,733,173,44,3.179069767441859,7.2,14176.67441860465,16093.0,24.702325581395357,26.7,0.2594594594594595,2.0
2015 8 29,1445,76,42,140,427,844,174,33,3.3875000000000006,6.7,16069.75,16093.0,24.178124999999998,28.3,0.0,0.0
2015 8 31,1277,77,42,136,392,692,193,33,4.928124999999998,6.7,16069.75,16093.0,27.084374999999998,32.2,0.0,0.0
2015 12 6,1194,76,39,129,385,648,161,33,2.6718749999999996,4.1,15906.6875,16093.0,6.99375,10.6,0.0,0.0
2014 4 23,1449,77,42,144,415,843,191,33,8.134375000000002,13.4,15956.96875,16093.0,13.15,16.1,0.0,0.0
2014 6 25,1501,77,44,148,460,812,229,45,5.361363636363634,10.3,12426.0,16093.0,22.743181818181817,27.8,0.0,0.0
2014 10 2,1429,77,40,141,448,800,181,36,4.81142857142857,7.2,16071.742857142857,16093.0,17.46285714285714,19.4,0.0,0.0
2015 6 5,1454,77,40,153,461,812,181,38,3.1486486486486465,5.7,16029.405405405405,16093.0,15.562162162162164,19.0,0.0,0.0
2016 12 31,745,77,32,106,215,428,102,33,8.409375,14.9,16069.75,16093.0,3.337500000000001,7.2,0.0,0.0
2014 9 7,1349,77,40,133,406,752,191,37,4.527777777777776,8.2,16072.333333333334,16093.0,23.169444444444444,27.2,0.1,1.0
2014 11 5,1394,76,41,143,450,764,180,33,4.681249999999999,7.2,16069.75,16093.0,14.728125000000004,17.8,0.0,0.0
2015 5 4,1219,76,40,134,401,655,163,33,3.5,11.3,15868.625,16093.0,15.981250000000001,23.3,0.0,0.0
2015 6 14,1316,77,39,136,352,783,181,33,2.843750000000001,6.7,16069.75,16093.0,23.781249999999996,28.9,0.0,0.0
2016 3 28,1208,76,37,138,375,656,177,41,5.35,13.9,11628.95,16093.0,9.315,17.2,0.9714285714285714,7.0
2016 10 9,1114,75,41,132,340,617,157,40,6.605128205128208,10.8,13288.461538461539,16093.0,15.47435897435897,19.4,2.691891891891892,12.4
2016 12 3,1294,77,41,140,404,737,153,33,8.9,10.8,16069.75,16093.0,7.603125000000001,9.4,0.0,0.0
2015 8 18,1412,77,44,150,443,779,190,33,4.856250000000001,9.3,16069.75,16093.0,26.68124999999999,30.0,0.0,0.0
2016 3 24,1274,77,41,144,385,700,189,38,5.6189189189189195,10.8,15159.54054054054,16093.0,9.386486486486486,12.8,0.0,0.0
2016 12 22,1170,77,36,135,397,626,147,33,5.056250000000001,10.8,16069.75,16093.0,5.550000000000001,10.0,0.0,0.0
2014 5 1,1704,77,43,152,496,989,219,51,6.573469387755099,12.9,5872.061224489796,16093.0,13.39387755102041,19.4,8.102500000000003,118.9
2014 9 23,1348,76,42,147,437,719,192,33,3.934374999999997,8.2,16069.75,16093.0,15.518749999999995,20.0,0.0,0.0
2015 5 10,1328,77,41,135,412,733,183,52,3.0803921568627457,8.8,7771.6274509803925,16093.0,17.90196078431373,23.0,0.017857142857142856,0.5
2016 2 19,1202,76,41,149,403,657,142,34,4.136363636363635,8.8,16070.454545454546,16093.0,-1.0181818181818174,3.3,0.0,0.0
2016 3 31,1324,76,40,150,378,750,196,33,8.512500000000003,13.4,16069.75,16093.0,11.440624999999999,17.8,0.0,0.0
2016 4 25,1245,77,36,135,364,685,196,33,2.6624999999999996,5.7,16069.75,16093.0,12.775000000000006,15.6,0.0,0.0
2016 12 4,1082,77,38,126,336,576,170,33,6.178124999999996,10.3,16069.75,16093.0,6.3031250000000005,8.3,0.0,0.0
2014 2 2,1275,76,40,122,362,729,184,44,2.0558139534883715,4.6,9031.697674418605,16093.0,3.4302325581395356,10.6,0.0,0.0
2014 5 15,1497,77,42,141,411,895,191,45,5.9863636363636346,10.3,5562.454545454545,16093.0,17.43409090909091,21.7,0.24516129032258063,3.0
2014 6 26,1418,77,45,146,438,755,225,43,4.135714285714282,7.7,14385.309523809523,16093.0,24.769047619047612,31.1,0.267741935483871,2.3
2014 11 3,1264,77,35,133,416,694,154,33,7.590624999999995,11.3,16069.75,16093.0,8.89375,16.1,0.0,0.0
2015 9 15,1456,77,44,150,451,807,198,33,3.5906249999999997,6.7,16069.75,16093.0,22.146875000000005,26.7,0.0,0.0
2016 2 9,1165,76,39,142,399,602,164,42,3.5829268292682923,6.7,15435.439024390244,16093.0,-1.0268292682926825,2.2,0.11714285714285713,4.1
2016 9 8,1330,76,39,152,397,721,212,33,2.9187499999999997,5.7,16019.46875,16093.0,24.762500000000014,27.2,0.012,0.3
2014 11 16,1174,77,41,140,370,663,141,33,2.912499999999999,5.1,16069.75,16093.0,3.640625000000001,7.2,0.0,0.0
2015 6 26,1477,77,43,146,440,858,179,33,3.3562499999999993,6.7,16069.75,16093.0,23.468749999999996,26.7,0.0,0.0
2015 9 6,1334,76,42,135,395,751,188,33,2.5624999999999996,5.1,16069.75,16093.0,21.843750000000004,26.7,0.0,0.0
2016 10 18,1441,77,40,147,411,808,222,33,4.546875,9.8,15580.5625,16093.0,19.725,23.9,0.0,0.0
2016 11 2,1376,77,40,147,437,732,207,33,4.762499999999998,6.7,16069.75,16093.0,14.88125,20.0,0.0,0.0
2015 6 22,1437,77,41,140,428,785,224,33,5.474999999999999,8.2,16069.75,16093.0,27.55625,31.7,1.0037037037037038,13.0
2015 7 18,1402,77,40,143,427,786,189,38,5.27297297297297,7.7,15985.918918918918,16093.0,24.478378378378387,28.0,0.05357142857142857,0.5
2015 11 6,1419,77,40,142,481,725,213,47,3.4543478260869547,6.2,9820.58695652174,16093.0,18.486956521739124,23.3,0.022222222222222223,0.3
2016 1 26,1121,76,37,136,331,583,207,33,4.231249999999998,6.7,16069.75,16093.0,3.7374999999999994,7.2,0.0,0.0
2016 3 8,1339,77,38,135,388,756,195,34,3.1454545454545455,6.2,16021.69696969697,16093.0,10.387878787878789,16.1,0.0,0.0
2016 3 15,1335,77,39,138,432,725,178,36,6.662857142857138,9.8,14579.457142857143,16093.0,9.651428571428571,14.0,0.56,11.9
2016 5 15,1342,76,38,133,397,732,213,33,8.268750000000002,15.4,16069.75,16093.0,12.996874999999996,16.7,0.0,0.0
2016 11 23,1277,76,39,144,415,693,169,32,6.396774193548384,11.3,16072.0,16093.0,4.509677419354839,7.8,0.0,0.0
2014 5 10,1473,77,39,142,471,832,170,58,3.6140350877192953,10.3,6018.368421052632,16093.0,16.56491228070175,24.4,1.2380952380952381,16.0
2014 7 8,1436,77,43,149,433,778,225,33,5.778125000000001,10.3,15969.1875,16093.0,25.95625,31.1,0.0,0.0
2014 7 21,1371,77,43,144,416,753,202,33,2.375,5.1,16069.75,16093.0,23.012500000000006,27.8,0.0,0.0
2014 9 8,1335,77,38,132,427,696,212,33,4.000000000000001,7.7,16069.75,16093.0,21.418749999999996,25.0,0.0,0.0
2014 10 14,1564,77,43,153,525,844,195,37,5.049999999999999,8.8,14849.75,16093.0,19.861111111111107,23.3,0.34516129032258064,2.0
2015 6 17,1412,77,42,145,422,785,205,31,4.723333333333332,7.2,16074.4,16093.0,23.500000000000004,26.7,0.2222222222222222,2.0
2015 8 23,1354,77,39,126,432,733,189,36,2.854285714285713,4.6,16074.4,16093.0,24.362857142857152,27.8,0.0,0.0
2015 9 26,1318,76,41,137,405,738,175,33,4.50625,7.7,16069.75,16093.0,18.806249999999995,22.2,0.0,0.0
2015 11 10,1263,76,39,148,439,642,182,40,4.569230769230768,8.2,14265.179487179486,16093.0,13.776923076923076,15.0,0.8323529411764706,10.0
2016 4 28,1275,77,39,138,410,717,148,33,4.349999999999998,7.7,16069.75,16093.0,10.96875,13.9,0.0,0.0
2014 6 22,1348,77,38,132,377,801,170,33,2.6843749999999997,5.1,15868.59375,16093.0,20.437499999999996,25.0,0.0,0.0
2014 6 29,1275,77,38,130,398,686,191,33,3.8718750000000006,7.2,16069.75,16093.0,22.525,25.6,0.0,0.0
2015 3 22,1131,76,39,129,307,706,118,34,7.281818181818181,11.3,15802.969696969696,16093.0,5.1030303030303035,8.3,0.02,0.5
2015 9 23,1383,76,42,153,445,751,187,33,3.237499999999999,5.1,16069.75,16093.0,19.78125,26.1,0.0,0.0
2015 11 23,1158,76,40,143,380,607,171,33,7.159374999999997,8.8,16069.75,16093.0,5.659374999999999,10.0,0.0,0.0
